,cc,level,category,test,data
582,GW,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '185.39.208.19'}
583,GW,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2a04:6d80::19'}
584,GW,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:500:14:6114:ad::1'}
585,GW,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:67c:1010:35::53'}
586,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '185.39.208.19'}
587,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2a04:6d80::19'}
588,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:500:14:6114:ad::1'}
589,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '204.61.216.114'}
590,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '194.146.106.138'}
591,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:67c:1010:35::53'}
592,GW,ERROR,DNSSEC,DS03_ILLEGAL_ITERATION_VALUE,"{'int': '10', 'ns_list': 'gw01.dns.pt/185.39.208.19;gw03.dns.pt/204.61.216.114;h.dns.pt/194.146.106.138'}"
593,GW,WARNING,DNSSEC,DS03_ILLEGAL_SALT_LENGTH,"{'int': '4', 'ns_list': 'gw01.dns.pt/185.39.208.19;gw03.dns.pt/204.61.216.114;h.dns.pt/194.146.106.138'}"
594,GW,WARNING,DNSSEC,ALGORITHM_NOT_RECOMMENDED,"{'algo_descr': 'RSA/SHA-512', 'algo_num': 10, 'keytag': 48332}"
595,GW,WARNING,DNSSEC,ALGORITHM_NOT_RECOMMENDED,"{'algo_descr': 'RSA/SHA-512', 'algo_num': 10, 'keytag': 31518}"
596,GW,WARNING,DNSSEC,ALGORITHM_NOT_RECOMMENDED,"{'algo_descr': 'RSA/SHA-512', 'algo_num': 10, 'keytag': 48332}"
597,GW,WARNING,DNSSEC,ALGORITHM_NOT_RECOMMENDED,"{'algo_descr': 'RSA/SHA-512', 'algo_num': 10, 'keytag': 31518}"
598,GW,WARNING,DNSSEC,ALGORITHM_NOT_RECOMMENDED,"{'algo_descr': 'RSA/SHA-512', 'algo_num': 10, 'keytag': 31518}"
599,GW,WARNING,DNSSEC,ALGORITHM_NOT_RECOMMENDED,"{'algo_descr': 'RSA/SHA-512', 'algo_num': 10, 'keytag': 48332}"
600,GW,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'h.dns.pt/194.146.106.138', 'query_name': 'version.bind', 'string': 'contact info@netnod.se'}"
601,GW,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'gw03.dns.pt/204.61.216.114', 'query_name': 'version.bind', 'string': 'host'}"
602,GW,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'gw01.dns.pt/185.39.208.19', 'query_name': 'version.bind', 'string': 'Curiosity.Killed.The.Dog'}"
603,GW,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'gw01.dns.pt/2a04:6d80::19'}
604,GW,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
605,KE,WARNING,Address,NO_RESPONSE_PTR_QUERY,{'domain': '9.67.32.198.in-addr.arpa.'}
606,KE,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '2001:43f8:10:0:50c0:a8ff:feee:30', 'nsname': 'mzizi.kenic.or.ke'}"
607,KE,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'mzizi.kenic.or.ke/2001:43f8:10:0:50c0:a8ff:feee:30'}
608,KE,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-ke.afrinic.net/2001:43f8:120::22'}
609,KE,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns.anycast.kenic.or.ke/2001:500:14:6007:ad::1'}
610,KE,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'mzizi.kenic.or.ke/2001:43f8:10:0:50c0:a8ff:feee:30'}
611,KE,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-ke.afrinic.net/2001:43f8:120::22'}
612,KE,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns.anycast.kenic.or.ke/2001:500:14:6007:ad::1'}
613,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '198.32.67.9'}
614,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.13.202.53'}
615,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.216.168.22'}
616,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '185.28.194.194'}
617,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.1.4.130'}
618,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '204.61.216.7'}
619,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.1.4.3'}
620,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '185.38.108.108'}
621,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:500:14:6007:ad::1'}
622,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:10:0:50c0:a8ff:feee:30'}
623,KE,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:120::22'}
624,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '185.28.194.194'}
625,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '185.38.108.108'}
626,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.1.4.130'}
627,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.1.4.3'}
628,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.13.202.53'}
629,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '198.32.67.9'}
630,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:10:0:50c0:a8ff:feee:30'}
631,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.216.168.22'}
632,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:120::22'}
633,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:500:14:6007:ad::1'}
634,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '204.61.216.7'}
635,KE,WARNING,Consistency,MULTIPLE_SOA_SERIALS,{'count': 2}
636,KE,NOTICE,Consistency,SOA_SERIAL_VARIATION,"{'max_variation': 0, 'serial_max': 2024062471, 'serial_min': 2024062470}"
637,KE,ERROR,DNSSEC,DS03_ILLEGAL_ITERATION_VALUE,"{'int': '10', 'ns_list': 'kenic.anycastdns.cz/185.28.194.194;kenic.anycastdns.cz/185.38.108.108;mzizi.kenic.or.ke/196.1.4.3;mzizi.kenic.or.ke/198.32.67.9;ns-ke.afrinic.net/196.216.168.22;ns.anycast.kenic.or.ke/204.61.216.7'}"
638,KE,WARNING,DNSSEC,DS03_ILLEGAL_SALT_LENGTH,"{'int': '8', 'ns_list': 'kenic.anycastdns.cz/185.28.194.194;kenic.anycastdns.cz/185.38.108.108;mzizi.kenic.or.ke/196.1.4.3;mzizi.kenic.or.ke/198.32.67.9;ns-ke.afrinic.net/196.216.168.22;ns.anycast.kenic.or.ke/204.61.216.7'}"
639,KE,ERROR,DNSSEC,DS03_NO_RESPONSE_NSEC_QUERY,{'ns_list': 'mzizi.kenic.or.ke/196.13.202.53'}
640,KE,ERROR,DNSSEC,DS10_NON_EXISTENT_RESPONSE_ERROR,{'ns_ip_list': '196.13.202.53;198.32.67.9'}
641,KE,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'ke', 'ns': 'mzizi.kenic.or.ke/196.1.4.130'}"
642,KE,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'ke', 'ns': 'ns-ke.afrinic.net/196.216.168.22'}"
643,KE,WARNING,Nameserver,CASE_QUERY_NO_ANSWER,"{'domain': 'wwW.Ke', 'ns': 'mzizi.kenic.or.ke/196.1.4.3', 'type': 'SOA'}"
644,KE,WARNING,Nameserver,CASE_QUERY_NO_ANSWER,"{'domain': 'wwW.Ke', 'ns': 'mzizi.kenic.or.ke/196.13.202.53', 'type': 'SOA'}"
645,KE,ERROR,Nameserver,CASE_QUERIES_RESULTS_DIFFER,"{'domain': 'www.ke', 'type': 'SOA'}"
646,KE,WARNING,Nameserver,N10_NO_RESPONSE_EDNS1_QUERY,{'ns_ip_list': '196.1.4.3;196.13.202.53;198.32.67.9'}
647,KE,WARNING,Nameserver,N11_NO_RESPONSE,{'ns_ip_list': '196.1.4.3;196.13.202.53;198.32.67.9'}
648,KE,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns.anycast.kenic.or.ke/204.61.216.7', 'query_name': 'version.bind', 'string': 'host'}"
649,KE,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'kenic.anycastdns.cz/185.28.194.194;kenic.anycastdns.cz/185.38.108.108', 'query_name': 'version.bind', 'string': 'GLUX-DNS 0.9'}"
650,KE,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'kenic.anycastdns.cz/185.28.194.194;kenic.anycastdns.cz/185.38.108.108', 'query_name': 'version.server', 'string': 'GLUX-DNS 0.9'}"
651,KE,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'mzizi.kenic.or.ke/196.1.4.130;mzizi.kenic.or.ke/196.1.4.3;mzizi.kenic.or.ke/196.13.202.53;mzizi.kenic.or.ke/198.32.67.9;ns-ke.afrinic.net/196.216.168.22', 'query_name': 'version.server'}"
652,KE,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'mzizi.kenic.or.ke/196.1.4.130;mzizi.kenic.or.ke/196.1.4.3;mzizi.kenic.or.ke/196.13.202.53;mzizi.kenic.or.ke/198.32.67.9;ns-ke.afrinic.net/196.216.168.22', 'query_name': 'version.bind'}"
653,KE,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'mzizi.kenic.or.ke/2001:43f8:10:0:50c0:a8ff:feee:30'}
654,KE,WARNING,Zone,Z09_NO_RESPONSE_MX_QUERY,{'ns_ip_list': '196.1.4.130;196.1.4.3;196.13.202.53;196.216.168.22;198.32.67.9'}
655,KE,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
656,KM,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'dns2.nic.km/197.255.224.66'}
657,KM,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-km.afrinic.net/2001:43f8:120::46'}
658,KM,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'dns2.nic.km/197.255.224.66'}
659,KM,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-km.afrinic.net/2001:43f8:120::46'}
660,KM,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '197.255.224.66'}
661,KM,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.216.168.46'}
662,KM,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '197.255.224.18'}
663,KM,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:120::46'}
664,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '197.255.224.18'}
665,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '197.255.224.66'}
666,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.216.168.46'}
667,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:120::46'}
668,KM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD,"{'count': 1, 'minimum': 2, 'ns_list': 'ns-km.afrinic.net/2001:43f8:120::46'}"
669,KM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL,"{'count': 1, 'minimum': 2, 'ns_list': 'ns-km.afrinic.net/2001:43f8:120::46'}"
670,KM,NOTICE,DNSSEC,NEITHER_DNSKEY_NOR_DS,"{'child': '197.255.224.18', 'parent': '198.41.0.4'}"
671,KM,NOTICE,DNSSEC,NOT_SIGNED,{'zone': 'km'}
672,KM,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-km.afrinic.net/196.216.168.46', 'query_name': 'version.bind', 'string': 'NSD 4'}"
673,KM,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-km.afrinic.net/196.216.168.46', 'query_name': 'version.server', 'string': 'NSD 4'}"
674,KM,WARNING,Zone,Z09_TLD_EMAIL_DOMAIN,{}
675,KM,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
676,LR,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'fork.sth.dnsnode.net/2a01:3f0:0:306::53'}
677,LR,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-lr.afrinic.net/2001:43f8:120::61'}
678,LR,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'rip.psg.com/2001:418:1::39'}
679,LR,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'fork.sth.dnsnode.net/2a01:3f0:0:306::53'}
680,LR,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-lr.afrinic.net/2001:43f8:120::61'}
681,LR,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'rip.psg.com/2001:418:1::39'}
682,LR,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '147.28.0.39'}
683,LR,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '77.72.229.254'}
684,LR,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.216.168.61'}
685,LR,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:120::61'}
686,LR,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:418:1::39'}
687,LR,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2a01:3f0:0:306::53'}
688,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2a01:3f0:0:306::53'}
689,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '77.72.229.254'}
690,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.216.168.61'}
691,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:120::61'}
692,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '147.28.0.39'}
693,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:418:1::39'}
694,LR,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'rip.psg.com/147.28.0.39', 'query_name': 'version.bind', 'string': 'Knot DNS 3.2.6'}"
695,LR,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'rip.psg.com/147.28.0.39', 'query_name': 'version.server', 'string': 'Knot DNS 3.2.6'}"
696,LR,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'fork.sth.dnsnode.net/77.72.229.254', 'query_name': 'version.bind', 'string': 'contact info@netnod.se'}"
697,LR,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-lr.afrinic.net/196.216.168.61', 'query_name': 'version.bind', 'string': 'NSD 4'}"
698,LR,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns-lr.afrinic.net/196.216.168.61', 'query_name': 'version.server', 'string': 'NSD 4'}"
699,LR,WARNING,Zone,Z01_MNAME_NO_RESPONSE,{'ns': 'rip.psg.com/2001:418:1::39'}
700,LR,NOTICE,Zone,SOA_DEFAULT_TTL_MAXIMUM_VALUE_HIGHER,"{'highest_minimum': 86400, 'minimum': 172800}"
701,LR,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
702,LS,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ls-ns.anycast.pch.net/2001:500:14:6028:ad::1'}
703,LS,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-ls.afrinic.net/2001:43f8:120::70'}
704,LS,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ls-ns.anycast.pch.net/2001:500:14:6028:ad::1'}
705,LS,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-ls.afrinic.net/2001:43f8:120::70'}
706,LS,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '204.61.216.28'}
707,LS,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.11.175.1'}
708,LS,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.43.249.1'}
709,LS,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.216.168.70'}
710,LS,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:500:14:6028:ad::1'}
711,LS,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:120::70'}
712,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:500:14:6028:ad::1'}
713,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '204.61.216.28'}
714,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.216.168.70'}
715,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:120::70'}
716,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.43.249.1'}
717,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.11.175.1'}
718,LS,ERROR,DNSSEC,DS10_NON_EXISTENT_RESPONSE_ERROR,{'ns_ip_list': '196.11.175.1'}
719,LS,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'ls', 'ns': 'ns-ls.afrinic.net/196.216.168.70'}"
720,LS,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'ls', 'ns': 'ns1.nic.ls/196.43.249.1'}"
721,LS,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ls-ns.anycast.pch.net/204.61.216.28', 'query_name': 'version.bind', 'string': 'host'}"
722,LS,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'ns2.nic.ls/196.11.175.1', 'query_name': 'version.bind', 'string': '9.9.9-P5'}"
723,LS,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns-ls.afrinic.net/196.216.168.70;ns1.nic.ls/196.43.249.1', 'query_name': 'version.server'}"
724,LS,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns-ls.afrinic.net/196.216.168.70;ns1.nic.ls/196.43.249.1', 'query_name': 'version.bind'}"
725,LS,WARNING,Zone,Z09_NO_RESPONSE_MX_QUERY,{'ns_ip_list': '196.216.168.70;196.43.249.1'}
726,LS,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
727,LY,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'dns1.lttnet.net/62.68.42.9'}
728,LY,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-ly.afrinic.net/2001:43f8:120::24'}
729,LY,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'pch.ltt.ly/2001:500:14:6067:ad::1'}
730,LY,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'phloem.uoregon.edu/2001:468:d01:20::80df:2023'}
731,LY,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'dns.lttnet.net/62.240.36.9'}
732,LY,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'dns1.lttnet.net/62.68.42.9'}
733,LY,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-ly.afrinic.net/2001:43f8:120::24'}
734,LY,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'pch.ltt.ly/2001:500:14:6067:ad::1'}
735,LY,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'phloem.uoregon.edu/2001:468:d01:20::80df:2023'}
736,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '204.61.216.67'}
737,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '62.240.36.9'}
738,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '128.223.32.35'}
739,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '62.68.42.9'}
740,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '196.216.168.24'}
741,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:43f8:120::24'}
742,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:468:d01:20::80df:2023'}
743,LY,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '2001:500:14:6067:ad::1'}
744,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '62.240.36.9'}
745,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '62.68.42.9'}
746,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '196.216.168.24'}
747,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:43f8:120::24'}
748,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:500:14:6067:ad::1'}
749,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '204.61.216.67'}
750,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '128.223.32.35'}
751,LY,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE,{'ns_ip': '2001:468:d01:20::80df:2023'}
752,LY,ERROR,DNSSEC,DS03_ILLEGAL_ITERATION_VALUE,"{'int': '10', 'ns_list': 'pch.ltt.ly/204.61.216.67;phloem.uoregon.edu/128.223.32.35'}"
753,LY,WARNING,DNSSEC,DS03_ILLEGAL_SALT_LENGTH,"{'int': '8', 'ns_list': 'pch.ltt.ly/204.61.216.67;phloem.uoregon.edu/128.223.32.35'}"
754,LY,ERROR,Nameserver,BREAKS_ON_EDNS,"{'domain': 'ly', 'ns': 'ns-ly.afrinic.net/196.216.168.24'}"
755,LY,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'phloem.uoregon.edu/128.223.32.35', 'query_name': 'version.bind', 'string': '9999.9.9'}"
756,LY,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'dns.lttnet.net/62.240.36.9', 'query_name': 'version.bind', 'string': '9.11.4-P2-RedHat-9.11.4-26.P2.el7_9.14'}"
757,LY,NOTICE,Nameserver,N15_SOFTWARE_VERSION,"{'ns_list': 'pch.ltt.ly/204.61.216.67', 'query_name': 'version.bind', 'string': 'host'}"
758,LY,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns-ly.afrinic.net/196.216.168.24', 'query_name': 'version.server'}"
759,LY,NOTICE,Nameserver,N15_ERROR_ON_VERSION_QUERY,"{'ns_list': 'ns-ly.afrinic.net/196.216.168.24', 'query_name': 'version.bind'}"
760,LY,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'lttnet.net'}
761,LY,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'lttnet.net'}
762,LY,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'lttnet.net'}
763,LY,NOTICE,Syntax,RNAME_MAIL_DOMAIN_INVALID,{'domain': 'lttnet.net'}
764,LY,NOTICE,Zone,REFRESH_MINIMUM_VALUE_LOWER,"{'refresh': 3600, 'required_refresh': 14400}"
765,LY,NOTICE,Zone,RETRY_MINIMUM_VALUE_LOWER,"{'required_retry': 3600, 'retry': 900}"
766,LY,WARNING,Zone,Z09_NO_RESPONSE_MX_QUERY,{'ns_ip_list': '196.216.168.24;62.240.36.9'}
767,LY,NOTICE,Zone,Z11_NO_SPF_FOUND,{}
768,MA,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '2c0f:fb20:100:fc::33', 'nsname': 'f.tld.ma'}"
769,MA,WARNING,Address,NAMESERVER_IP_WITHOUT_REVERSE,"{'ns_ip': '41.214.240.4', 'nsname': 'f.tld.ma'}"
770,MA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'a.tld.ma/2001:4288:1800:186::3'}
771,MA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'b.tld.ma/2001:4288:1800:186::4'}
772,MA,WARNING,Connectivity,CN01_NO_RESPONSE_NS_QUERY_UDP,{'ns': 'b.tld.ma/81.192.171.132'}
773,MA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'c.tld.ma/2001:4288:1800:386::3'}
774,MA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'd.tld.ma/2001:4288:1800:386::4'}
775,MA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'd.tld.ma/81.192.171.116'}
776,MA,WARNING,Connectivity,CN01_NO_RESPONSE_NS_QUERY_UDP,{'ns': 'dns.inria.fr/193.51.208.13'}
777,MA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'f.tld.ma/2c0f:fb20:100:fc::33'}
778,MA,WARNING,Connectivity,CN01_NO_RESPONSE_UDP,{'ns': 'ns-ma.nic.fr/2001:678:c::1'}
779,MA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'a.tld.ma/2001:4288:1800:186::3'}
780,MA,WARNING,Connectivity,CN02_NO_RESPONSE_NS_QUERY_TCP,{'ns': 'a.tld.ma/81.192.171.131'}
781,MA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'b.tld.ma/2001:4288:1800:186::4'}
782,MA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'c.tld.ma/2001:4288:1800:386::3'}
783,MA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'd.tld.ma/2001:4288:1800:386::4'}
784,MA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'f.tld.ma/2c0f:fb20:100:fc::33'}
785,MA,WARNING,Connectivity,CN02_NO_RESPONSE_TCP,{'ns': 'ns-ma.nic.fr/2001:678:c::1'}
786,MA,ERROR,Connectivity,ERROR_ASN_DATABASE,{'ns_ip': '81.192.171.115'}
